url,line,originAPI,targetAPI,originTime,targetTime,oAPI,Tapi
https://www.kaggle.com/aarotang/test-data,93,"np.hstack((x_num_data, vec_x_cat_data))","np.append(x_num_data, vec_x_cat_data, axis=1)",0.041127196,0.040032614,np.hstack,np.append
https://www.kaggle.com/aarotang/test-data,93,"np.hstack((x_num_data, vec_x_cat_data))","np.concatenate((x_num_data, vec_x_cat_data), axis=1)",0.031387328,0.030727563,np.hstack,np.concatenate
https://www.kaggle.com/aarotang/test-data,99,"np.hstack((x_num_test, vec_x_cat_test))","np.concatenate((x_num_test, vec_x_cat_test), axis=1)",0.033971212,0.03433576,np.hstack,np.concatenate
https://www.kaggle.com/aawadall/deep-neural-net,495,"np.arange(1, data.shape[0] + 1)","np.array(range(1, data.shape[0] + 1))",1.55E-05,0.002253947,np.arange,np.array
https://www.kaggle.com/aawadall/deep-neural-net,291,np.array(train_raw['label']),np.concatenate([train_raw['label']]),4.15E-05,3.99E-05,np.array,np.concatenate
https://www.kaggle.com/aawadall/deep-neural-net,291,np.array(train_raw['label']),np.hstack((train_raw['label'])),6.05E-05,0.115852938,np.array,np.hstack
https://www.kaggle.com/aawadall/deep-neural-net,382,np.linalg.norm(filter1),np.sqrt(np.square(filter1).sum()),0.000101525,0.002799501,np.linalg.norm,np.sqrt_sum
https://www.kaggle.com/aawadall/deep-neural-net,460,np.sum((y_hat == y_star) * y_star * 1),np.count_nonzero((y_hat == y_star) * y_star * 1),5.17E-05,6.80E-05,np.sum,np.count_nonzero
https://www.kaggle.com/aawadall/deep-neural-net,461,np.sum((y_hat == y_star) * (1 - y_star) * 1),np.count_nonzero((y_hat == y_star) * (1 - y_star) * 1),5.39E-05,7.06E-05,np.sum,np.count_nonzero
https://www.kaggle.com/aawadall/deep-neural-net,462,np.sum((y_hat == 1 - y_star) * (1 - y_star) * 1),np.count_nonzero((y_hat == 1 - y_star) * (1 - y_star) * 1),0.000103355,0.000128183,np.sum,np.count_nonzero
https://www.kaggle.com/aawadall/deep-neural-net,463,np.sum((y_hat == 1 - y_star) * y_star * 1),np.count_nonzero((y_hat == 1 - y_star) * y_star * 1),5.61E-05,7.21E-05,np.sum,np.count_nonzero
https://www.kaggle.com/aawadall/deep-neural-net,74,"np.sum(t, axis=0)","np.einsum('ij->j',t)",0.000139442,0.000179385,np.sum,np.einsum
https://www.kaggle.com/aawadall/deep-neural-net,459,np.sum((1 - np.abs(y_star - y_hat)) * y_star),"np.einsum('i->',(1 - np.abs(y_star - y_hat)) * y_star)",5.28E-05,5.55E-05,np.sum,np.einsum
https://www.kaggle.com/aawadall/deep-neural-net,74,"np.sum(t, axis=0)",(t).sum( axis=0),0.000132402,0.000125096,np.sum,np.ndarray.sum
https://www.kaggle.com/aawadall/deep-neural-net,96,np.sum(logprobs),(logprobs).sum(),0.000133937,0.000127192,np.sum,np.ndarray.sum
https://www.kaggle.com/abbracadabra/digit-reckon,38,"np.arange(1, len(x_test) + 1)","np.array(range(1, len(x_test) + 1))",1.55E-05,0.002689481,np.arange,np.array
https://www.kaggle.com/abdul002/digit-recogniser-using-keras,64,"np.arange(1, test_set.shape[0] + 1, 1)","np.array(range(1, test_set.shape[0] + 1, 1))",1.64E-05,0.003428225,np.arange,np.array
https://www.kaggle.com/abhisheksharma26jan/zillowabhishek,269,df.fillna(-1.0),df.combine_first(df.applymap(lambda x: -1.0)),0.03107136,0.754752597,pd.DataFrame.fillna,pd.DataFrame.combine_first
https://www.kaggle.com/abrierly/explore-titanic-python,30,"train2.loc[train['Sex'] == 'male', 'Sex']","train2.ix[train['Sex'] == 'male', 'Sex']",0.001246209,0.005400881,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/abrierly/explore-titanic-python,31,"train2.loc[train['Sex'] == 'female', 'Sex']","train2.ix[train['Sex'] == 'female', 'Sex']",0.002737734,0.006322099,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/abrierly/explore-titanic-python,33,"test2.loc[test['Sex'] == 'male', 'Sex']","test2.ix[test['Sex'] == 'male', 'Sex']",0.000836653,0.004040583,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/abrierly/explore-titanic-python,34,"test2.loc[test['Sex'] == 'female', 'Sex']","test2.ix[test['Sex'] == 'female', 'Sex']",0.001568278,0.005032987,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/abrierly/explore-titanic-python,42,"train2.loc[train['Embarked'] == 'S', 'Embarked']","train2.ix[train['Embarked'] == 'S', 'Embarked']",0.001121475,0.005066343,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/abrierly/explore-titanic-python,43,"train2.loc[train['Embarked'] == 'C', 'Embarked']","train2.ix[train['Embarked'] == 'C', 'Embarked']",0.001028892,0.00427947,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/abrierly/explore-titanic-python,44,"train2.loc[train['Embarked'] == 'Q', 'Embarked']","train2.ix[train['Embarked'] == 'Q', 'Embarked']",0.002265859,0.006212252,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/abrierly/explore-titanic-python,46,"test2.loc[test['Embarked'] == 'S', 'Embarked']","test2.ix[test['Embarked'] == 'S', 'Embarked']",0.001614224,0.005071052,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/abrierly/explore-titanic-python,47,"test2.loc[test['Embarked'] == 'C', 'Embarked']","test2.ix[test['Embarked'] == 'C', 'Embarked']",0.001270636,0.005185355,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/abrierly/explore-titanic-python,48,"test2.loc[test['Embarked'] == 'Q', 'Embarked']","test2.ix[test['Embarked'] == 'Q', 'Embarked']",0.001666835,0.005639757,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/abrierly/nn-approach,119,"np.dot(t0, x.T)","np.einsum('ij,jm->im',t0, x.T)",7.20E-06,1.40E-05,np.dot,np.einsum
https://www.kaggle.com/abrierly/nn-approach,176,"np.dot(theta_0, a_0)","np.einsum('ij,jm->im',theta_0, a_0)",9.77E-07,2.77E-06,np.dot,np.einsum
https://www.kaggle.com/abrierly/nn-approach,178,"np.dot(theta_1, a_1)","np.einsum('ij,jm->im',theta_1, a_1)",9.17E-07,2.65E-06,np.dot,np.einsum
https://www.kaggle.com/abrierly/nn-approach,120,"np.ones((1, m), dtype=np.float)","np.empty((1, m), dtype=np.float); r2.fill(1)",1.95E-06,9.69E-07,np.ones,np.empty
https://www.kaggle.com/acyouzi/test-frist,321,np.ones(len(FLS)),np.empty(len(FLS)); r2.fill(1),0.01345582,0.002411598,np.ones,np.empty
https://www.kaggle.com/adiamb/titanic-survival-my-way,17,"train.loc[:, 'Pclass':'Embarked']","train.ix[:, 'Pclass':'Embarked']",0.000361821,0.000366292,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/adiamb/titanic-survival-my-way,17,"test.loc[:, 'Pclass':'Embarked']","test.ix[:, 'Pclass':'Embarked']",0.000345432,0.000346168,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/adiamb/titanic-survival-my-way,52,"all_data2.loc[all_data2.Age.isnull(), 'Age']","all_data2.ix[all_data2.Age.isnull(), 'Age']",0.000385503,0.001475352,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/adityakumarsinha/stacked-then-averaged-models-private-lb-0-554,113,"all_data.loc[:, ('lag1')]","all_data.ix[:, ('lag1')]",2.77E-05,4.08E-05,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/adityakumarsinha/stacked-then-averaged-models-private-lb-0-554,114,"all_data.loc[:, ('lead1')]","all_data.ix[:, ('lead1')]",2.96E-05,4.14E-05,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/adityakumarsinha/stacked-then-averaged-models-private-lb-0-554,38,"np.hstack((np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed))","np.concatenate((np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed), axis=1)",0.026921493,0.027407985,np.hstack,np.concatenate
https://www.kaggle.com/adrianbureu/another-test,114,"data.loc[data.Fare.isnull() & (data.Pclass == f + 1), 'Fare']","data.ix[data.Fare.isnull() & (data.Pclass == f + 1), 'Fare']",0.000707214,0.001808985,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/adrianbureu/another-test,115,"data.loc[data.Fare > bin_max, 'Fare']","data.ix[data.Fare > bin_max, 'Fare']",0.000357631,0.001486208,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/adrianspataru/first-submission,22,"train.loc[train['Sex'] == 'male', 'Sex']","train.ix[train['Sex'] == 'male', 'Sex']",0.00038861,0.001535616,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/adrianspataru/first-submission,23,"train.loc[train['Sex'] == 'female', 'Sex']","train.ix[train['Sex'] == 'female', 'Sex']",0.000801388,0.001851848,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/adrianspataru/first-submission,25,"train.loc[train['Embarked'] == 'S', 'Embarked']","train.ix[train['Embarked'] == 'S', 'Embarked']",0.000435937,0.001503508,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/adrianspataru/first-submission,26,"train.loc[train['Embarked'] == 'C', 'Embarked']","train.ix[train['Embarked'] == 'C', 'Embarked']",0.000402938,0.001518682,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/adrianspataru/first-submission,27,"train.loc[train['Embarked'] == 'Q', 'Embarked']","train.ix[train['Embarked'] == 'Q', 'Embarked']",0.000830146,0.002337878,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/adrianspataru/first-submission,30,"test.loc[test['Sex'] == 'male', 'Sex']","test.ix[test['Sex'] == 'male', 'Sex']",0.000383395,0.001491217,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/adrianspataru/first-submission,31,"test.loc[test['Sex'] == 'female', 'Sex']","test.ix[test['Sex'] == 'female', 'Sex']",0.000574251,0.001690118,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/adrianspataru/first-submission,33,"test.loc[test['Embarked'] == 'S', 'Embarked']","test.ix[test['Embarked'] == 'S', 'Embarked']",0.000412154,0.001463418,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/adrianspataru/first-submission,34,"test.loc[test['Embarked'] == 'C', 'Embarked']","test.ix[test['Embarked'] == 'C', 'Embarked']",0.000369434,0.001491711,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/adrianspataru/first-submission,35,"test.loc[test['Embarked'] == 'Q', 'Embarked']","test.ix[test['Embarked'] == 'Q', 'Embarked']",0.000581113,0.001665366,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/agarwalsneha/linear-svm-with-feature-engineering,32,"train.loc[train['Fare'] == 0, 'Fare_norm']","train.ix[train['Fare'] == 0, 'Fare_norm']",0.000339961,0.001451556,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/agarwalsneha/linear-svm-with-feature-engineering,33,"test.loc[test['Fare'] == 0, 'Fare_norm']","test.ix[test['Fare'] == 0, 'Fare_norm']",0.000329045,0.001398296,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/agarwalsneha/linear-svm-with-feature-engineering,15,"test['Sex'].map({'female': 0, 'male': 1})","pd.DataFrame(test['Sex']).replace({'female': 0, 'male': 1})",0.000385505,0.000718369,pd.Series.map,pd.DataFrame.replace
https://www.kaggle.com/agarwalsneha/linear-svm-with-feature-engineering,69,"test['Embarked'].dropna().map({'S': 0, 'C': 1, 'Q': 2})","pd.DataFrame(test['Embarked'].dropna()).replace({'S': 0, 'C': 1, 'Q': 2})",0.001048703,0.001492351,pd.Series.map,pd.DataFrame.replace
https://www.kaggle.com/aharless/jiwon-small-improvements-for-magic-number-results,59,"train.loc[bad_index, 'life_sq']","train.ix[bad_index, 'life_sq']",0.000331921,0.000669045,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/aharless/jiwon-small-improvements-for-magic-number-results,63,"test.loc[equal_index, 'full_sq']","test.ix[equal_index, 'full_sq']",0.000328384,0.000290477,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/aharless/jiwon-small-improvements-for-magic-number-results,63,"test.loc[equal_index, 'life_sq']","test.ix[equal_index, 'life_sq']",0.000260751,0.000423166,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/aharless/jiwon-small-improvements-for-magic-number-results,67,"test.loc[bad_index, 'life_sq']","test.ix[bad_index, 'life_sq']",0.000204334,0.000478518,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/aharless/jiwon-small-improvements-for-magic-number-results,79,"train.loc[bad_index, 'full_sq']","train.ix[bad_index, 'full_sq']",0.000236451,0.000811083,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/aharless/jiwon-small-improvements-for-magic-number-results,83,"test.loc[bad_index, 'full_sq']","test.ix[bad_index, 'full_sq']",0.000236418,0.000431696,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/aharless/jiwon-small-improvements-for-magic-number-results,87,"train.loc[kitch_is_build_year, 'kitch_sq']","train.ix[kitch_is_build_year, 'kitch_sq']",0.000265559,0.00030229,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/aharless/jiwon-small-improvements-for-magic-number-results,87,"train.loc[kitch_is_build_year, 'build_year']","train.ix[kitch_is_build_year, 'build_year']",0.00039465,0.000293043,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/aharless/jiwon-small-improvements-for-magic-number-results,91,"train.loc[bad_index, 'kitch_sq']","train.ix[bad_index, 'kitch_sq']",0.000210832,0.001199304,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/aharless/jiwon-small-improvements-for-magic-number-results,95,"test.loc[bad_index, 'kitch_sq']","test.ix[bad_index, 'kitch_sq']",0.000203564,0.000781456,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/aharless/jiwon-small-improvements-for-magic-number-results,115,"train.loc[bad_index, ['life_sq', 'full_sq']]","train.ix[bad_index, ['life_sq', 'full_sq']]",0.000713493,0.000816164,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/aharless/jiwon-small-improvements-for-magic-number-results,119,"test.loc[bad_index, ['life_sq', 'full_sq']]","test.ix[bad_index, ['life_sq', 'full_sq']]",0.000648215,0.000724434,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/aharless/jiwon-small-improvements-for-magic-number-results,127,"train.loc[bad_index, 'build_year']","train.ix[bad_index, 'build_year']",0.000268846,0.000956553,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/aharless/jiwon-small-improvements-for-magic-number-results,131,"test.loc[bad_index, 'build_year']","test.ix[bad_index, 'build_year']",0.000358192,0.000745457,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,65,"train.ix[bad_index, 'life_sq']","train.loc[bad_index, 'life_sq']",0.000756005,0.00024199,pd.DataFrame.ix,pd.DataFrame.loc
https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,69,"test.ix[equal_index, 'full_sq']","test.loc[equal_index, 'full_sq']",0.000301971,0.000249983,pd.DataFrame.ix,pd.DataFrame.loc
https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,69,"test.ix[equal_index, 'life_sq']","test.loc[equal_index, 'life_sq']",0.000290837,0.000253607,pd.DataFrame.ix,pd.DataFrame.loc
https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,73,"test.ix[bad_index, 'life_sq']","test.loc[bad_index, 'life_sq']",0.000442898,0.000207626,pd.DataFrame.ix,pd.DataFrame.loc
https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,85,"train.ix[bad_index, 'full_sq']","train.loc[bad_index, 'full_sq']",0.000566144,0.000206602,pd.DataFrame.ix,pd.DataFrame.loc
https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,89,"test.ix[bad_index, 'full_sq']","test.loc[bad_index, 'full_sq']",0.000396448,0.000202506,pd.DataFrame.ix,pd.DataFrame.loc
https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,93,"train.ix[kitch_is_build_year, 'kitch_sq']","train.loc[kitch_is_build_year, 'kitch_sq']",0.000294509,0.000249688,pd.DataFrame.ix,pd.DataFrame.loc
https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,93,"train.ix[kitch_is_build_year, 'build_year']","train.loc[kitch_is_build_year, 'build_year']",0.000287742,0.000245723,pd.DataFrame.ix,pd.DataFrame.loc
https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,97,"train.ix[bad_index, 'kitch_sq']","train.loc[bad_index, 'kitch_sq']",0.000950245,0.000208673,pd.DataFrame.ix,pd.DataFrame.loc
https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,101,"test.ix[bad_index, 'kitch_sq']","test.loc[bad_index, 'kitch_sq']",0.00062611,0.00020777,pd.DataFrame.ix,pd.DataFrame.loc
https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,121,"train.ix[bad_index, ['life_sq', 'full_sq']]","train.loc[bad_index, ['life_sq', 'full_sq']]",0.000642625,0.000631379,pd.DataFrame.ix,pd.DataFrame.loc
https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,125,"test.ix[bad_index, ['life_sq', 'full_sq']]","test.loc[bad_index, ['life_sq', 'full_sq']]",0.000609592,0.000599969,pd.DataFrame.ix,pd.DataFrame.loc
https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,133,"train.ix[bad_index, 'build_year']","train.loc[bad_index, 'build_year']",0.000758256,0.000242727,pd.DataFrame.ix,pd.DataFrame.loc
https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,137,"test.ix[bad_index, 'build_year']","test.loc[bad_index, 'build_year']",0.000713865,0.00025652,pd.DataFrame.ix,pd.DataFrame.loc
https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,141,"train.ix[bad_index, 'num_room']","train.loc[bad_index, 'num_room']",0.000477214,0.000209282,pd.DataFrame.ix,pd.DataFrame.loc
https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,145,"test.ix[bad_index, 'num_room']","test.loc[bad_index, 'num_room']",0.000325003,0.000195667,pd.DataFrame.ix,pd.DataFrame.loc
https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,157,"train.ix[bad_index, ['max_floor', 'floor']]","train.loc[bad_index, ['max_floor', 'floor']]",0.000628831,0.000609466,pd.DataFrame.ix,pd.DataFrame.loc
https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,161,"train.ix[bad_index, 'floor']","train.loc[bad_index, 'floor']",0.000410664,0.000206875,pd.DataFrame.ix,pd.DataFrame.loc
https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,165,"train.ix[bad_index, 'max_floor']","train.loc[bad_index, 'max_floor']",0.000724145,0.000228984,pd.DataFrame.ix,pd.DataFrame.loc
https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,169,"test.ix[bad_index, 'max_floor']","test.loc[bad_index, 'max_floor']",0.000711925,0.000212891,pd.DataFrame.ix,pd.DataFrame.loc
https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,193,"train.ix[bad_index, 'state']","train.loc[bad_index, 'state']",0.000346855,0.000201902,pd.DataFrame.ix,pd.DataFrame.loc
https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,201,"train.loc[train.full_sq == 0, 'full_sq']","train.ix[train.full_sq == 0, 'full_sq']",0.000375295,0.001975313,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/akashdeepjassal/xgbboost,46,np.arange(len(actual)),np.array(range(len(actual))),0.001052707,0.069708515,np.arange,np.array
https://www.kaggle.com/albytho/pubg-prediction-ann-implementation,26,"df_train.loc[:, (['winPlacePerc'])]","df_train.ix[:, (['winPlacePerc'])]",0.02011413,0.019728895,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/albytho/pubg-prediction-ann-implementation,29,"df_train.loc[:, :]","df_train.ix[:, :]",1.12E-05,1.31E-05,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/albytho/pubg-prediction-ann-implementation,32,"df_test.loc[:, :]","df_test.ix[:, :]",1.48E-05,1.19E-05,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/aleiken/beginner-xgboost,61,df_train.groupby('idhogar')['parentesco1'].sum(),"np.sum(df_train.groupby('idhogar')['parentesco1'],)",0.008523267,0.577426268,np.ndarray.sum,np.sum
https://www.kaggle.com/aleiken/beginner-xgboost,79,df_train['Target'].replace(mapping),df_train['Target'].map(mapping),0.001143158,0.001265333,pd.Series.replace,pd.Series.map
https://www.kaggle.com/alepacheco/mnist-convolutional-99-0,54,"np.arange(1, 28001)","np.array(range(1, 28001))",1.82E-05,0.003092164,np.arange,np.array
https://www.kaggle.com/alexeybubuka/time-series,15,"np.arange(df_train['time'].min(), df_train['time'].max(), 7 * 24 * 60)","np.array(range(df_train['time'].min(), df_train['time'].max(), 7 * 24 * 60))",0.356158249,0.356426071,np.arange,np.array
https://www.kaggle.com/alexxanderlarko/bag-of-apps-keras-12-08-16-no-val,107,np.arange(X.shape[0]),np.array(range(X.shape[0])),4.53E-05,0.006105171,np.arange,np.array
https://www.kaggle.com/alexxanderlarko/extratreesclassifier,31,train.ix[train_sample],train.loc[train_sample],0.12644559,0.126365014,pd.DataFrame.ix,pd.DataFrame.loc
https://www.kaggle.com/alexxanderlarko/nnet-keras-10,89,np.arange(gatrain.shape[0]),np.array(range(gatrain.shape[0])),4.02E-05,0.006534837,np.arange,np.array
https://www.kaggle.com/alexxanderlarko/nnet-keras-10,91,np.arange(gatest.shape[0]),np.array(range(gatest.shape[0])),5.98E-05,0.010954693,np.arange,np.array
https://www.kaggle.com/alexxanderlarko/road-2-0-4-featureset,42,"train.loc[train.Id.isin(tr.Id), 'StartTime']","train.ix[train.Id.isin(tr.Id), 'StartTime']",0.078020368,0.082490216,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/alexxanderlarko/road-2-0-4-featureset,43,"test.loc[test.Id.isin(te.Id), 'StartTime']","test.ix[test.Id.isin(te.Id), 'StartTime']",0.086729564,0.089381021,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/alexxanderlarko/xgb-offset0501,163,np.ones(num_classes),np.empty(num_classes); r2.fill(1),5.19E-06,2.39E-06,np.ones,np.empty
https://www.kaggle.com/algonell/2015-08-20,201,df[col].isnull().sum(),"np.einsum('i->',df[col].isnull())",0.001637108,0.001651692,np.ndarray.sum,np.einsum
https://www.kaggle.com/alipala/ml-regressors-20-features,38,"train.loc[:, (train.columns != c)]","train.ix[:, (train.columns != c)]",0.000596515,0.000621435,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/alipala/ml-regressors-20-features,40,"test.loc[:, (test.columns != c)]","test.ix[:, (test.columns != c)]",0.000437296,0.000416313,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/alpoza/test-titanic,27,"titanic.loc[titanic['Sex'] == 'male', 'Sex']","titanic.ix[titanic['Sex'] == 'male', 'Sex']",0.000405475,0.001499295,pd.DataFrame.loc,pd.DataFrame.ix
